day,usage
2020-05-20,32832.0
2020-05-21,27680.0
2020-05-22,23952.0
2020-05-23,24224.0
2020-05-24,29184.0
2020-05-25,30320.0
2020-05-26,33136.0
2020-05-27,32752.0
2020-05-28,34576.0
2020-05-29,36272.0
2020-05-30,38176.0
2020-05-31,29376.0
2020-06-01,31392.0
2020-06-02,33744.0
2020-06-03,28848.0
2020-06-04,29328.0
2020-06-05,30288.0
2020-06-06,24192.0
2020-06-07,25056.0
2020-06-08,33696.0
2020-06-09,32736.0
2020-06-10,29808.0
2020-06-11,28240.0
2020-06-12,32560.0
2020-06-13,28080.0
2020-06-14,24768.0
2020-06-15,38704.0
2020-06-16,35856.0
2020-06-17,34320.0
2020-06-18,30352.0
2020-06-19,35440.0
2020-06-20,33696.0
2020-06-21,25936.0
2020-06-22,33584.0
2020-06-23,35536.0
2020-06-24,39296.0
2020-06-25,39184.0
2020-06-26,40032.0
2020-06-27,24272.0
2020-06-28,19696.0
2020-06-29,32464.0
2020-06-30,37520.0
2020-07-01,61056.0
2020-07-02,41152.0
2020-07-03,38288.0
2020-07-04,33968.0
2020-07-05,26192.0
2020-07-06,37408.0
2020-07-07,23920.0
2020-07-08,27168.0
2020-07-09,36928.0
2020-07-10,40064.0
2020-07-11,33120.0
2020-07-12,28528.0
2020-07-13,34160.0
2020-07-14,32976.0
2020-07-15,38688.0
2020-07-16,38736.0
2020-07-17,38272.0
2020-07-18,34064.0
2020-07-19,32368.0
2020-07-20,38784.0
2020-07-21,41264.0
2020-07-22,40176.0
2020-07-23,38736.0
2020-07-24,35872.0
2020-07-25,33536.0
2020-07-26,29952.0
2020-07-27,37152.0
2020-07-28,40112.0
2020-07-29,39808.0
2020-07-30,41776.0
2020-07-31,42064.0
2020-08-01,33616.0
2020-08-02,28208.0
2020-08-03,30288.0
2020-08-04,40544.0
2020-08-05,38944.0
2020-08-06,40240.0
2020-08-07,45328.0
2020-08-08,37680.0
2020-08-09,31552.0
2020-08-10,36096.0
2020-08-11,41008.0
2020-08-12,42144.0
2020-08-13,42336.0
2020-08-14,45088.0
2020-08-15,38448.0
2020-08-16,29296.0
2020-08-17,29024.0
2020-08-18,37552.0
2020-08-19,31360.0
2020-08-20,40032.0
2020-08-21,41600.0
2020-08-22,32896.0
2020-08-23,31376.0
2020-08-24,36880.0
2020-08-25,31440.0
2020-08-26,42304.0
2020-08-27,37584.0
2020-08-28,35072.0
2020-08-29,32896.0
2020-08-30,32560.0
2020-08-31,39488.0
2020-09-01,43648.0
2020-09-02,36080.0
2020-09-03,43456.0
2020-09-04,40272.0
2020-09-05,36544.0
2020-09-06,30736.0
2020-09-07,39024.0
2020-09-08,44448.0
2020-09-09,45456.0
2020-09-10,44704.0
2020-09-11,40016.0
2020-09-12,36064.0
2020-09-13,32608.0
2020-09-14,43152.0
2020-09-15,44512.0
2020-09-16,47168.0
2020-09-17,46320.0
2020-09-18,45872.0
2020-09-19,35280.0
2020-09-20,30256.0
2020-09-21,43696.0
2020-09-22,41968.0
2020-09-23,43056.0
2020-09-24,35744.0
2020-09-25,41552.0
2020-09-26,33856.0
2020-09-27,32560.0
2020-09-28,36576.0
2020-09-29,42224.0
2020-09-30,35808.0
2020-10-01,78112.0
2020-10-02,43312.0
2020-10-03,33216.0
2020-10-04,14864.0
2020-10-05,39488.0
2020-10-06,38240.0
2020-10-07,38768.0
2020-10-08,40032.0
2020-10-09,40352.0
2020-10-10,33856.0
2020-10-11,27328.0
2020-10-12,37104.0
2020-10-13,39440.0
2020-10-14,41104.0
2020-10-15,37872.0
2020-10-16,39968.0
2020-10-17,32432.0
2020-10-18,29952.0
2020-10-19,34528.0
2020-10-20,41392.0
2020-10-21,42992.0
2020-10-22,29952.0
2020-10-23,29696.0
2020-10-24,26080.0
2020-10-25,23040.0
2020-10-26,19824.0
2020-10-27,28192.0
2020-10-28,28032.0
2020-10-29,25072.0
2020-10-30,31824.0
2020-10-31,24384.0
2020-11-01,16896.0
2020-11-02,26176.0
2020-11-03,29776.0
2020-11-04,30384.0
2020-11-05,29632.0
2020-11-06,31760.0
2020-11-07,27136.0
2020-11-08,22032.0
2020-11-09,27744.0
2020-11-10,30464.0
2020-11-11,23456.0
2020-11-12,30256.0
2020-11-13,31664.0
2020-11-14,23232.0
2020-11-15,17856.0
2020-11-16,26368.0
2020-11-17,32496.0
2020-11-18,28160.0
2020-11-19,30160.0
2020-11-20,29472.0
2020-11-21,25296.0
2020-11-22,22672.0
2020-11-23,28208.0
2020-11-24,29312.0
2020-11-25,30576.0
2020-11-26,31024.0
2020-11-27,31056.0
2020-11-28,24320.0
2020-11-29,21200.0
2020-11-30,27184.0
2020-12-01,35456.0
2020-12-02,36192.0
2020-12-03,34800.0
2020-12-04,32208.0
2020-12-05,28736.0
2020-12-06,21056.0
2020-12-07,31616.0
2020-12-08,35088.0
2020-12-09,30560.0
2020-12-10,32688.0
2020-12-11,34672.0
2020-12-12,27232.0
2020-12-13,21232.0
2020-12-14,35376.0
2020-12-15,35440.0
2020-12-16,34592.0
2020-12-17,38176.0
2020-12-18,33888.0
2020-12-19,27168.0
2020-12-20,22576.0
2020-12-21,26816.0
2020-12-22,33456.0
2020-12-23,25040.0
2020-12-24,23280.0
2020-12-25,7280.0
2020-12-26,9392.0
2020-12-27,14480.0
2020-12-28,17584.0
2020-12-29,21472.0
2020-12-30,21456.0
2020-12-31,17152.0
2021-01-01,21936.0
2021-01-02,14064.0
2021-01-03,11712.0
2021-01-04,18768.0
2021-01-05,21104.0
2021-01-06,19248.0
2021-01-07,18176.0
2021-01-08,20416.0
2021-01-09,17184.0
2021-01-10,13456.0
2021-01-11,16448.0
2021-01-12,18112.0
2021-01-13,16912.0
2021-01-14,19296.0
2021-01-15,21520.0
2021-01-16,19584.0
2021-01-17,16864.0
2021-01-18,15504.0
2021-01-19,16832.0
2021-01-20,16032.0
2021-01-21,19616.0
2021-01-22,21184.0
2021-01-23,20192.0
2021-01-24,13392.0
2021-01-25,16240.0
2021-01-26,18928.0
2021-01-27,19280.0
2021-01-28,22144.0
2021-01-29,19264.0
2021-01-30,11360.0
2021-01-31,11312.0
2021-02-01,20464.0
2021-02-02,20848.0
2021-02-03,22032.0
2021-02-04,22288.0
2021-02-05,20592.0
2021-02-06,17904.0
2021-02-07,14240.0
2021-02-08,17856.0
2021-02-09,19200.0
2021-02-10,16400.0
2021-02-11,18768.0
2021-02-12,19024.0
2021-02-13,16752.0
2021-02-14,13120.0
2021-02-15,21168.0
2021-02-16,23376.0
2021-02-17,18992.0
2021-02-18,20464.0
2021-02-19,19312.0
2021-02-20,16624.0
2021-02-21,22176.0
2021-02-22,19488.0
2021-02-23,15312.0
2021-02-24,21280.0
2021-02-25,22672.0
2021-02-26,21920.0
2021-02-27,26496.0
2021-02-28,22864.0
2021-03-01,21408.0
2021-03-02,21648.0
2021-03-03,22048.0
2021-03-04,18832.0
2021-03-05,22928.0
2021-03-06,27056.0
2021-03-07,23632.0
2021-03-08,25840.0
2021-03-09,24080.0
2021-03-10,18976.0
2021-03-11,22928.0
2021-03-12,27472.0
2021-03-13,20048.0
2021-03-14,17456.0
2021-03-15,23968.0
2021-03-16,29616.0
2021-03-17,27376.0
2021-03-18,28432.0
2021-03-19,28032.0
2021-03-20,27792.0
2021-03-21,24368.0
2021-03-22,25664.0
2021-03-23,25760.0
2021-03-24,27152.0
2021-03-25,27232.0
2021-03-26,22864.0
2021-03-27,26240.0
2021-03-28,23296.0
2021-03-29,26896.0
2021-03-30,34512.0
2021-03-31,31168.0
2021-04-01,57760.0
2021-04-02,33920.0
2021-04-03,33280.0
2021-04-04,25360.0
2021-04-05,20128.0
2021-04-06,25440.0
2021-04-07,23536.0
2021-04-08,26096.0
2021-04-09,25488.0
2021-04-10,25936.0
2021-04-11,19632.0
2021-04-12,24752.0
2021-04-13,28112.0
2021-04-14,31184.0
2021-04-15,29760.0
2021-04-16,30944.0
2021-04-17,29280.0
2021-04-18,19952.0
2021-04-19,29104.0
2021-04-20,28048.0
2021-04-21,32768.0
2021-04-22,34528.0
2021-04-23,35360.0
2021-04-24,29904.0
2021-04-25,26720.0
2021-04-26,32496.0
2021-04-27,28832.0
2021-04-28,29184.0
2021-04-29,29904.0
2021-04-30,31664.0
2021-05-01,26240.0
2021-05-02,25600.0
2021-05-03,14384.0
2021-05-04,27664.0
2021-05-05,28400.0
2021-05-06,31552.0
2021-05-07,33568.0
2021-05-08,26288.0
2021-05-09,21920.0
2021-05-10,28272.0
2021-05-11,34272.0
2021-05-12,29520.0
2021-05-13,34256.0
2021-05-14,32512.0
2021-05-15,21440.0
2021-05-16,24672.0
2021-05-17,32832.0
2021-05-18,30848.0
2021-05-19,35776.0
2021-05-20,23888.0
2021-05-21,25824.0
2021-05-22,29280.0
2021-05-23,20000.0
2021-05-24,31872.0
2021-05-25,32304.0
2021-05-26,36960.0
2021-05-27,30656.0
2021-05-28,30784.0
2021-05-29,35552.0
2021-05-30,29040.0
2021-05-31,36672.0
2021-06-01,36800.0
2021-06-02,36880.0
2021-06-03,39056.0
2021-06-04,38544.0
2021-06-05,31456.0
2021-06-06,27296.0
2021-06-07,33504.0
2021-06-08,37312.0
2021-06-09,38048.0
2021-06-10,38192.0
2021-06-11,44560.0
2021-06-12,35664.0
2021-06-13,32976.0
2021-06-14,35696.0
2021-06-15,42224.0
2021-06-16,42016.0
2021-06-17,41952.0
2021-06-18,43120.0
2021-06-19,35312.0
2021-06-20,29408.0
2021-06-21,40784.0
2021-06-22,40912.0
2021-06-23,36384.0
2021-06-24,37216.0
2021-06-25,40704.0
2021-06-26,37504.0
2021-06-27,30496.0
2021-06-28,40704.0
2021-06-29,41472.0
2021-06-30,40976.0
2021-07-01,86144.0
2021-07-02,43200.0
2021-07-03,34288.0
2021-07-04,25856.0
2021-07-05,42912.0
2021-07-06,31680.0
2021-07-07,40704.0
2021-07-08,40944.0
2021-07-09,336.0
2021-07-10,39088.0
2021-07-11,21008.0
2021-07-12,40496.0
2021-07-13,41136.0
2021-07-14,41200.0
2021-07-15,45872.0
2021-07-16,43712.0
2021-07-17,36816.0
2021-07-18,31152.0
2021-07-19,2912.0
2021-07-20,44240.0
2021-07-21,45664.0
2021-07-22,45040.0
2021-07-23,45424.0
2021-07-24,39168.0
2021-07-25,34320.0
2021-07-26,41344.0
2021-07-27,37792.0
2021-07-28,37344.0
2021-07-29,42224.0
2021-07-30,30704.0
2021-07-31,34816.0
2021-08-01,31024.0
2021-08-02,30832.0
2021-08-03,39168.0
2021-08-04,41312.0
2021-08-05,35904.0
2021-08-06,37952.0
2021-08-07,29408.0
2021-08-08,30704.0
2021-08-09,37600.0
2021-08-10,40688.0
2021-08-11,40304.0
2021-08-12,42304.0
2021-08-13,42992.0
2021-08-14,29936.0
2021-08-15,30064.0
2021-08-16,37856.0
2021-08-17,35968.0
2021-08-18,40032.0
2021-08-19,38416.0
2021-08-20,42464.0
2021-08-21,31280.0
2021-08-22,29248.0
2021-08-23,43328.0
2021-08-24,45520.0
2021-08-25,42432.0
2021-08-26,41488.0
2021-08-27,45120.0
2021-08-28,39872.0
2021-08-29,32640.0
2021-08-30,40560.0
2021-08-31,39296.0
2021-09-01,43376.0
2021-09-02,42944.0
2021-09-03,44176.0
2021-09-04,38320.0
2021-09-05,33584.0
2021-09-06,43392.0
2021-09-07,48960.0
2021-09-08,48464.0
2021-09-09,46496.0
2021-09-10,48832.0
2021-09-11,39888.0
2021-09-12,34016.0
2021-09-13,45232.0
2021-09-14,47024.0
2021-09-15,49664.0
2021-09-16,49984.0
2021-09-17,45792.0
2021-09-18,41456.0
2021-09-19,37328.0
2021-09-20,48272.0
2021-09-21,48032.0
2021-09-22,50032.0
2021-09-23,50080.0
2021-09-24,51296.0
2021-09-25,46592.0
2021-09-26,32736.0
2021-09-27,46288.0
2021-09-28,48560.0
2021-09-29,51120.0
2021-09-30,12624.0
2021-10-01,128352.0
2021-10-02,64096.0
2021-10-03,52032.0
2021-10-04,71264.0
2021-10-05,76016.0
2021-10-06,76864.0
2021-10-07,79888.0
2021-10-08,82800.0
2021-10-09,68208.0
2021-10-10,55632.0
2021-10-11,75120.0
2021-10-12,80112.0
2021-10-13,81536.0
2021-10-14,80096.0
2021-10-15,78128.0
2021-10-16,64688.0
2021-10-17,64080.0
2021-10-18,77232.0
2021-10-19,78752.0
2021-10-20,61136.0
2021-10-21,82064.0
2021-10-22,73696.0
2021-10-23,59040.0
2021-10-24,56272.0
2021-10-25,56416.0
2021-10-26,74896.0
2021-10-27,67408.0
2021-10-28,65568.0
2021-10-29,71824.0
2021-10-30,59408.0
2021-10-31,43904.0
2021-11-01,64304.0
2021-11-02,73184.0
2021-11-03,72336.0
2021-11-04,73152.0
2021-11-05,76112.0
2021-11-06,57952.0
2021-11-07,51392.0
2021-11-08,67600.0
2021-11-09,45408.0
2021-11-10,28752.0
2021-11-11,78736.0
2021-11-12,77248.0
2021-11-13,57664.0
2021-11-14,53792.0
2021-11-15,73984.0
2021-11-16,74224.0
2021-11-17,74080.0
2021-11-18,74512.0
2021-11-19,41344.0
2021-11-20,22224.0
2021-11-21,57200.0
2021-11-22,68256.0
2021-11-23,70400.0
2021-11-24,66336.0
2021-11-25,69440.0
2021-11-26,66304.0
2021-11-27,54832.0
2021-11-28,48576.0
2021-11-29,26176.0
2021-11-30,25312.0
2021-12-01,71952.0
2021-12-02,63136.0
2021-12-03,64704.0
2021-12-04,49888.0
2021-12-05,47296.0
2021-12-06,61184.0
2021-12-07,39072.0
2021-12-08,51504.0
2021-12-09,58416.0
2021-12-10,61920.0
2021-12-11,45664.0
2021-12-12,44528.0
2021-12-13,57088.0
2021-12-14,65072.0
